Customer Name,Customer Segment,Customer State,Discount,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,Unit Price,Zip Code
Nathan Cano,Consumer,Mass,0.03,2014-12-26,41217,High,23,0.37,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,575.38,East,5814,1314.64,2014-12-28,Express Air,6.79,55.48,01059
Nora Pelletier,Home Office,North Carolina,0.09,2014-12-26,21412,Not Specified,38,0.38,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,-199.295,South,2959,137.07,2014-12-28,Regular Air,6.83,3.52,27010
Julie Creighton,Corporate,Michigan,0.05,2014-12-27,23907,Not Specified,7,0.55,Technology,Small Box,6190,Telephones and Communication,-164.461,Central,3341,384.2,2014-12-27,Regular Air,2.5,65.99,49822
Eugene Moren,Home Office,Washington,0.05,2014-12-27,6274,Not Specified,22,0.53,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-56.73,West,875,46.36,2014-12-28,Express Air,4.08,1.74,99403
Raymond Book,Consumer,New York,0.01,2014-12-27,29827,Critical,35,0.75,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,-75.38,East,4197,926.65,2014-12-28,Regular Air,5.89,26.31,12917
Barry Franz,Corporate,Washington,0.02,2014-12-27,10338,Not Specified,7,0.67,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,-259.8,West,1425,363.57,2014-12-29,Delivery Truck,46.59,44.43,98001
Barry Franz,Corporate,Washington,0.04,2014-12-27,10338,Not Specified,9,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,15.36,West,1426,799.98,2014-12-29,Delivery Truck,14,90.97,98001
Bryan Spruell,Home Office,Georgia,0.1,2014-12-27,3300,Low,6,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-47.36,South,477,92.02,2015-01-01,Regular Air,4,15.98,31811
Thomas Boland,Corporate,Colorado,0.09,2014-12-28,740,Medium,6,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,3.46,West,114,28.01,2014-12-28,Regular Air,0.49,4.98,81124
Liz Pelletier,Corporate,Ohio,0.09,2014-12-28,32,High,24,0.72,Furniture,Jumbo Box,KI Conference Tables,Tables,-1748.56,Central,4,1761.4,2014-12-29,Delivery Truck,89.3,70.89,44197
Caroline Jumper,Corporate,Ohio,0.09,2014-12-28,2467,Not Specified,30,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,586.61,Central,355,4147.47,2014-12-29,Delivery Truck,17.85,145.45,43567
Liz Pelletier,Corporate,Ohio,0.04,2014-12-28,32,High,15,0.79,Technology,Small Pack,"Imation 3.5 IBM Diskettes, 10/Box",Computer Peripherals,-128.38,Central,3,140.56,2014-12-29,Regular Air,8.99,8.46,44197
Liz Pelletier,Corporate,Ohio,0.07,2014-12-28,32,High,26,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,1054.82,Central,6,2808.08,2014-12-30,Regular Air,5.81,107.53,44197
Valerie Mitchum,Home Office,Idaho,0.06,2014-12-28,33061,High,48,0.78,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,525.15,West,4645,5318.89,2014-12-30,Regular Air,8.64,111.03,83643
Liz Pelletier,Corporate,Ohio,0.04,2014-12-28,32,High,23,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-85.129,Central,5,160.2335,2014-12-30,Regular Air,5.03,7.99,44197
Fred McMath,Small Business,Connecticut,0.05,2014-12-28,8513,Low,9,0.4,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,-49.46,East,1165,163.78,2014-12-30,Regular Air,8.51,17.98,06703
Fred McMath,Small Business,Connecticut,0,2014-12-28,8513,Low,8,0.59,Office Supplies,Small Box,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,-9.29,East,1166,84.64,2015-01-04,Express Air,4.5,8.62,06703
Alejandro Ballentine,Small Business,South Carolina,0.05,2014-12-29,50563,High,2,0.6,Office Supplies,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",Storage & Organization,-270.7,South,7084,423.04,2014-12-30,Express Air,9.99,210.55,29684
Alejandro Ballentine,Small Business,South Carolina,0,2014-12-29,50563,High,20,0.58,Technology,Small Box,Timeport L7089,Telephones and Communication,305.964,South,7085,2197.4115,2014-12-30,Express Air,7.69,125.99,29684
Christopher Conant,Home Office,Wisconsin,0,2014-12-29,50790,Critical,47,0.54,Furniture,Medium Box,"DAX Value U-Channel Document Frames, Easel Back",Office Furnishings,-148.8,Central,7119,255.65,2014-12-31,Regular Air,5.71,4.97,53001
Dan Campbell,Small Business,Maryland,0.04,2014-12-29,4324,Critical,28,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,154.85,South,624,1165.33,2014-12-31,Regular Air,8.99,40.97,21794
Eleni McCrary,Corporate,Connecticut,0.08,2014-12-29,26243,Low,42,0.4,Office Supplies,Wrap Bag,"Crayola Anti Dust Chalk, 12/Pack",Pens & Art Supplies,-4.9,East,3664,71.32,2015-01-02,Regular Air,1,1.82,06074
Eileen Kiefer,Consumer,Virginia,0.02,2014-12-30,47301,Low,6,0.8,Office Supplies,Large Box,Sensible Storage WireTech Storage Systems,Storage & Organization,-231.95,South,6650,460.71,2015-01-04,Regular Air,35,70.98,23970
Steven Roelle,Small Business,New York,0.04,2014-12-31,20482,Medium,38,0.71,Furniture,Jumbo Box,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Bookcases,-1143.15,East,2842,4650.07,2014-12-31,Delivery Truck,60.19,120.98,12917
Edward Becker,Corporate,Utah,0.05,2014-12-31,12897,Not Specified,31,0.37,Office Supplies,Small Box,Xerox 216,Paper,-120.95,West,1799,211.55,2015-01-01,Express Air,7.91,6.48,84014
Joseph Airdo,Consumer,Illinois,0.09,2014-12-31,32452,Medium,3,0.39,Office Supplies,Small Box,Avery 507,Labels,-2.03,Central,4563,8.6,2015-01-01,Regular Air,0.5,2.88,60157
Edward Becker,Corporate,Utah,0.03,2014-12-31,12897,Not Specified,39,0.38,Office Supplies,Small Box,Avery 487,Labels,59.92,West,1800,141.49,2015-01-01,Regular Air,0.5,3.69,84014
Kelly Williams,Corporate,Virginia,0,2014-12-31,22534,Medium,3,0.38,Office Supplies,Small Box,Airmail Envelopes,Envelopes,-44.18,South,3141,279.33,2015-01-02,Regular Air,19.99,83.93,24658
Steven Roelle,Small Business,New York,0.03,2014-12-31,20482,Medium,39,0.38,Office Supplies,Small Box,Xerox 1907,Paper,92.46,East,2843,497.52,2015-01-02,Regular Air,5.09,12.28,12917
Jim Kriz,Consumer,California,0.06,2014-12-31,40422,Critical,39,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,517.815,West,5712,2192.439,2015-01-02,Express Air,3.99,65.99,90835
Tanja Norvell,Corporate,Utah,0.09,2014-12-31,48837,Not Specified,39,0.55,Technology,Small Box,T39m,Telephones and Communication,1231.893,West,6857,4799.7885,2015-01-02,Regular Air,3.9,155.99,84631
Julia West,Corporate,Mass,0.07,2015-01-01,2757,Critical,39,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,-1766.01,East,406,3554.46,2015-01-01,Delivery Truck,74.35,95.95,02139
Lycoris Saunders,Corporate,Ohio,0.05,2015-01-01,2757,High,42,0.6,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",84.38,Central,407,569.32,2015-01-02,Express Air,3.14,12.98,45999
Candace McMahon,Corporate,Virginia,0.02,2015-01-01,449,High,45,0.56,Furniture,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,-48.97,South,75,356.7,2015-01-03,Regular Air,5.21,7.38,24658
Logan Currie,Small Business,Texas,0,2015-01-01,6947,Critical,9,0.65,Furniture,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,-51.01,Central,958,520.49,2015-01-03,Regular Air,18.45,51.65,78602
Phillip Flathmann,Small Business,Nebraska,0.02,2015-01-02,59044,Critical,6,0.37,Office Supplies,Small Box,Avery 481,Labels,1.25,Central,8255,20.19,2015-01-04,Regular Air,0.99,3.08,68016
Don Miller,Home Office,Mass,0.08,2015-01-03,54083,High,10,0.59,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,258.01,East,7559,2700.41,2015-01-05,Delivery Truck,23.19,279.81,02054
Beth Thompson,Corporate,Mass,0,2015-01-03,41409,Not Specified,1,0.4,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,-18.2505,East,5835,18.92,2015-01-05,Regular Air,7.19,11.5,02054
Cari Sayre,Corporate,Idaho,0.06,2015-01-03,7142,Critical,36,0.38,Office Supplies,Small Box,Avery 501,Labels,57,West,991,132.86,2015-01-05,Regular Air,0.5,3.69,83877
Lauren Leatherbury,Home Office,New Jersey,0.1,2015-01-03,55845,Low,29,0.65,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,-865.88,East,7805,4203.88,2015-01-07,Delivery Truck,66.27,150.98,08989
Chad Sievert,Corporate,New Jersey,0.02,2015-01-03,6596,Low,36,0.38,Technology,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,8157.7,East,919,18028.07,2015-01-08,Delivery Truck,28.14,500.98,08823
Harold Pawlan,Small Business,Virginia,0.07,2015-01-03,54912,Low,17,0.36,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,10.31,South,7657,117.33,2015-01-10,Regular Air,3.1,6.69,23018
Amy Cox,Small Business,Washington,0.03,2015-01-04,25536,Low,19,0.43,Office Supplies,Wrap Bag,Peel-Off® China Markers,Pens & Art Supplies,71.55,West,3581,193.25,2015-01-04,Regular Air,1.09,9.93,98625
Maxwell Schwartz,Corporate,New Mexico,0.03,2015-01-04,28867,Medium,6,0.37,Office Supplies,Small Box,Multicolor Computer Printout Paper,Paper,80.01,West,4045,642.42,2015-01-05,Regular Air,19.99,104.85,87011
Maxwell Schwartz,Corporate,New Mexico,0.1,2015-01-04,28867,Medium,43,0.78,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,-199.98,West,4046,866.73,2015-01-05,Regular Air,6.5,20.97,87011
Nicole Brennan,Consumer,California,0.08,2015-01-04,48288,Medium,25,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-581.59,West,6780,3308.28,2015-01-06,Delivery Truck,54.74,130.98,95503
Quincy Jones,Corporate,Alabama,0.03,2015-01-04,14976,High,46,0.38,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,-81.86,South,2091,231.35,2015-01-06,Regular Air,4.7,4.98,36276
Maxwell Schwartz,Corporate,New Mexico,0.02,2015-01-04,28867,Medium,26,0.57,Technology,Small Box,600 Series Flip,Telephones and Communication,374.751,West,4047,2169.7525,2015-01-06,Regular Air,8.99,95.99,87011
Sally Knutson,Consumer,Texas,0.02,2015-01-05,9792,Low,14,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-73.14,Central,1339,84.09,2015-01-05,Regular Air,7.78,5.4,78602
Rick Hansen,Corporate,Georgia,0.06,2015-01-05,5575,Low,41,0.4,Office Supplies,Small Box,Xerox 1895,Paper,-269.37,South,784,254.69,2015-01-05,Regular Air,10.39,5.98,39859
Ashley Jarboe,Small Business,Arizona,0.06,2015-01-05,29152,Low,13,0.83,Office Supplies,Small Box,Eldon Shelf Savers™ Cubes and Bins,Storage & Organization,-106.29,West,4087,94.99,2015-01-05,Regular Air,9.69,6.98,85003
Cari Schnelling,Home Office,Delaware,0.08,2015-01-05,31558,Low,42,0.55,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,455.37,East,4429,1763.6,2015-01-05,Regular Air,1.99,45.19,19701
Larry Hughes,Home Office,Delaware,0.09,2015-01-05,16160,Critical,50,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-53.18,East,2236,514.86,2015-01-06,Regular Air,4.5,10.89,19885
Bill Overfelt,Corporate,California,0.07,2015-01-05,47492,High,22,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-157.51,West,6672,649.71,2015-01-07,Regular Air,8.65,30.42,93456
Ashley Jarboe,Small Business,Arizona,0,2015-01-05,29152,Low,3,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,-40.86,West,4088,58.63,2015-01-09,Regular Air,1.99,17.48,85003
Cari Schnelling,Home Office,Delaware,0.04,2015-01-05,31558,Low,12,0.52,Office Supplies,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,900.06,East,4430,3671.3,2015-01-10,Regular Air,24.49,300.65,19701
Carl Weiss,Consumer,New York,0.07,2015-01-06,56420,Low,26,0.51,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,22.25,East,7888,132.23,2015-01-08,Regular Air,2.03,5.08,14709
Carl Weiss,Consumer,New York,0.02,2015-01-06,56420,Low,48,0.57,Technology,Small Box,StarTAC ST7762,Telephones and Communication,1422.198,East,7887,5138.335,2015-01-08,Regular Air,8.08,125.99,14709
Heather Jas,Corporate,Arizona,0.07,2015-01-06,26851,High,44,0.51,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,-58.87,West,3757,73.64,2015-01-08,Regular Air,1.99,1.7,85233
Carl Weiss,Consumer,New York,0.09,2015-01-06,56420,Low,16,0.56,Office Supplies,Small Box,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,108.3,East,7889,597.44,2015-01-10,Regular Air,4.5,38.06,14709
Carl Weiss,Consumer,New York,0,2015-01-06,56420,Low,22,0.57,Technology,Small Box,5170i,Telephones and Communication,377.622,East,7890,2403.137,2015-01-11,Regular Air,8.99,125.99,14709
Peter Fuller,Consumer,Georgia,0,2015-01-07,46311,High,42,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,539.57,South,6507,1244.01,2015-01-07,Regular Air,1.99,28.48,39901
Peter Fuller,Consumer,Georgia,0.03,2015-01-07,46311,High,42,0.52,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,388.23,South,6508,981.73,2015-01-08,Regular Air,3.63,22.23,39901
Jim Karlsson,Small Business,Nebraska,0.04,2015-01-07,30593,Critical,20,0.49,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-90.07,Central,4295,97.65,2015-01-09,Express Air,6.92,4.18,68016
Peter Fuller,Consumer,Georgia,0,2015-01-07,46311,High,44,0.37,Office Supplies,Small Box,Xerox 212,Paper,-185.98,South,6509,302.07,2015-01-09,Regular Air,8.4,6.48,39901
Liz Thompson,Corporate,New Jersey,0.05,2015-01-07,2306,High,15,0.4,Office Supplies,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders and Binder Accessories,-46.345,East,338,113.5,2015-01-09,Regular Air,6.28,7.45,08823
Cindy Stewart,Corporate,Arizona,0.05,2015-01-07,39111,Medium,20,0.48,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,1767.56,West,5517,6004.35,2015-01-09,Regular Air,7.18,300.97,85321
Cindy Stewart,Corporate,Arizona,0.09,2015-01-07,39111,Medium,1,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,-114.22,West,5518,182.4,2015-01-10,Regular Air,19.99,178.47,85321
Jim Karlsson,Small Business,Nebraska,0.06,2015-01-07,30593,Critical,41,0.56,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,176.63,Central,4296,1408.34,2015-01-10,Regular Air,8.99,34.58,68016
Giulietta Baptist,Home Office,Michigan,0.1,2015-01-07,36516,Medium,9,0.4,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,51.3,Central,5128,883.37,2015-01-10,Regular Air,7.18,100.98,49822
Larry Tron,Home Office,Virginia,0.08,2015-01-07,15425,Low,29,0.5,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,366.63,South,2154,2896.14,2015-01-11,Express Air,19.99,99.99,24157
Roy Collins,Corporate,Florida,0.04,2015-01-08,30565,Medium,32,0.74,Technology,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Computer Peripherals,52.66,South,4289,1785.02,2015-01-10,Express Air,4,55.94,32122
Grant Thornton,Corporate,Connecticut,0.08,2015-01-08,19041,Low,3,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-18.5,East,2626,36.06,2015-01-12,Regular Air,4.5,10.89,06439
Grant Thornton,Corporate,Connecticut,0.04,2015-01-08,19041,Low,43,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,530.22,East,2627,1849.8,2015-01-17,Regular Air,4.62,42.98,06439
Shahid Shariari,Consumer,Arizona,0.08,2015-01-09,31938,Medium,13,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-304.47,West,4485,1193.62,2015-01-10,Delivery Truck,42,89.99,85301
Kelly Collister,Consumer,Ohio,0.07,2015-01-09,31556,Critical,35,0.52,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,-14.99,Central,4428,269.35,2015-01-10,Regular Air,3.68,7.7,43270
Sara Luxemburg,Corporate,California,0.08,2015-01-09,52934,Critical,20,0.36,Office Supplies,Small Box,Avery 508,Labels,36.98,West,7429,92.15,2015-01-10,Regular Air,0.5,4.91,94404
Giulietta Dortch,Corporate,Georgia,0.03,2015-01-09,56768,Critical,13,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,235.4,South,7945,1207.02,2015-01-10,Delivery Truck,14,90.97,39901
Shahid Shariari,Consumer,Arizona,0.05,2015-01-09,31938,Medium,47,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,40.58,West,4486,363.23,2015-01-11,Regular Air,4,7.59,85301
Giulietta Dortch,Corporate,Georgia,0.02,2015-01-09,56768,Critical,37,0.56,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,20.06,South,7946,111.39,2015-01-11,Regular Air,0.7,2.88,39901
Fred McMath,Small Business,Connecticut,0.08,2015-01-09,34725,Low,14,0.85,Office Supplies,Large Box,"SAFCO Commercial Wire Shelving, Black",Storage & Organization,-524.74,East,4883,1885.41,2015-01-11,Regular Air,35,138.14,06703
Victor Price,Consumer,North Carolina,0.07,2015-01-09,49479,Medium,46,0.38,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,1807.16,South,6934,5615.4,2015-01-11,Delivery Truck,26.3,120.97,27114
Meg Tillman,Small Business,Ohio,0.04,2015-01-09,30853,Medium,40,0.39,Office Supplies,Small Box,Avery 48,Labels,123.14,Central,4331,254.02,2015-01-12,Regular Air,0.5,6.3,43107
Meg Tillman,Small Business,Ohio,0.06,2015-01-09,30853,Medium,16,0.38,Office Supplies,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Paper,-85.17,Central,4330,41.52,2015-01-12,Regular Air,7.09,2.18,43107
Liz MacKendrick,Corporate,Idaho,0.03,2015-01-10,47271,Medium,44,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-142.02,West,6649,221.42,2015-01-11,Regular Air,4.62,4.98,83552
Vivek Grady,Corporate,Utah,0.07,2015-01-10,21089,Medium,4,0.74,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-331.08,West,2918,559.75,2015-01-12,Delivery Truck,70.2,122.99,84791
Christina Vanderzanden,Small Business,New Mexico,0.04,2015-01-10,3362,Low,40,0.44,Technology,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,734.75,West,485,1699.52,2015-01-14,Regular Air,1.99,40.98,88044
Christina Vanderzanden,Small Business,New Mexico,0.03,2015-01-10,3362,Low,50,0.81,Office Supplies,Small Box,Eldon® Gobal File Keepers,Storage & Organization,-109.1,West,486,760.85,2015-01-19,Regular Air,4.53,15.14,88044
Frank Olsen,Small Business,South Carolina,0,2015-01-11,31237,Not Specified,13,0.36,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,225.2585,South,4386,589.78,2015-01-11,Regular Air,2.99,42.8,29338
Roy Collins,Corporate,Florida,0.09,2015-01-11,56838,Critical,44,0.4,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,1728.2,South,7958,4326.27,2015-01-12,Regular Air,7.18,100.98,32003
Carl Weiss,Consumer,New York,0.1,2015-01-11,46336,High,31,0.52,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,34.14,East,6510,143.85,2015-01-13,Regular Air,0.71,4.84,14709
Joy Smith,Corporate,Michigan,0.08,2015-01-12,9574,Medium,40,0.4,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,-68.977,Central,1307,434.62,2015-01-13,Regular Air,7.19,11.5,48001
Harry Greene,Corporate,Wisconsin,0.1,2015-01-12,54279,High,41,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,1977.69,Central,7586,10071.09,2015-01-13,Delivery Truck,17.86,264.98,54990
Naresj Patel,Small Business,Utah,0.02,2015-01-12,23202,High,48,0.6,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-39.27,West,3233,608.29,2015-01-14,Regular Air,5.81,11.97,84001
Naresj Patel,Small Business,Utah,0.05,2015-01-12,23202,High,39,0.38,Office Supplies,Wrap Bag,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Paper,104.09,West,3234,307.42,2015-01-14,Regular Air,1.69,8.17,84001
Sue Ann Reed,Consumer,Ohio,0.08,2015-01-12,46305,Low,30,0.39,Office Supplies,Small Box,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Binders and Binder Accessories,-18.2505,Central,6501,299.66,2015-01-16,Regular Air,5.75,10.44,44197
Beth Thompson,Corporate,Mass,0.04,2015-01-13,33377,High,19,0.56,Office Supplies,Small Pack,"Fiskars 8"" Scissors, 2/Pack","Scissors, Rulers and Trimmers",47.3,East,4687,327.15,2015-01-14,Regular Air,3.26,17.24,02054
Beth Thompson,Corporate,Mass,0.06,2015-01-13,33377,High,20,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,11.94,East,4688,100.4,2015-01-15,Regular Air,2.04,5.18,02054
Laura Armstrong,Small Business,Maryland,0.02,2015-01-13,31812,High,14,0.36,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,25.19,South,4463,593.62,2015-01-15,Regular Air,19.99,40.99,20667
Laura Armstrong,Small Business,Maryland,0.06,2015-01-13,31812,High,31,0.81,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,-17.34,South,4464,38.52,2015-01-15,Regular Air,0.7,1.26,20667
Joe Elijah,Home Office,Texas,0.02,2015-01-14,610,Critical,38,0.37,Office Supplies,Small Box,Xerox 195,Paper,-29.21,Central,93,283.65,2015-01-16,Express Air,5.41,6.68,77037
Christina DeMoss,Home Office,New Mexico,0.06,2015-01-14,25633,Low,36,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-647.14,West,3590,5140.08,2015-01-19,Delivery Truck,51.92,145.98,88439
Victoria Pisteka,Corporate,Texas,0.04,2015-01-15,16356,Critical,6,0.55,Office Supplies,Small Box,Belkin F5C206VTEL 6 Outlet Surge,Appliances,9.15,Central,2274,157.94,2015-01-16,Express Air,4.5,22.98,88595
Luke Weiss,Corporate,Michigan,0.02,2015-01-15,20448,Critical,23,0.39,Office Supplies,Small Box,Colored Envelopes,Envelopes,6.84,Central,2831,104.82,2015-01-16,Express Air,2.5,3.69,49634
Jack O'Briant,Small Business,New Jersey,0.08,2015-01-15,5799,Critical,34,0.57,Office Supplies,Jumbo Drum,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,1882.2,East,807,9626.86,2015-01-17,Delivery Truck,42.52,294.62,08823
Cynthia Arntzen,Small Business,Texas,0,2015-01-15,17345,Critical,23,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-17.02,Central,2394,195.61,2015-01-17,Regular Air,5.83,7.64,79080
Cyra Reiten,Consumer,Virginia,0.04,2015-01-16,48512,Not Specified,47,0.4,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,49.04,South,6814,148.26,2015-01-16,Express Air,0.81,2.94,23018
Tony Sayre,Home Office,New York,0.02,2015-01-16,56647,Medium,41,0.57,Furniture,Small Box,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Office Furnishings,-309.06,East,7927,417.53,2015-01-17,Regular Air,12.52,9.98,00501
Cyra Reiten,Consumer,Virginia,0.04,2015-01-16,48512,Not Specified,48,0.36,Office Supplies,Small Box,Xerox 1949,Paper,-83.78,South,6815,238.79,2015-01-17,Regular Air,4.72,4.98,23018
Justin Hirsh,Consumer,Arizona,0.06,2015-01-16,51494,Critical,42,0.36,Technology,Medium Box,TI 30X Scientific Calculator,Office Machines,12.73,West,7218,493.56,2015-01-18,Regular Air,5.99,11.99,85233
Cari Sayre,Corporate,Idaho,0.07,2015-01-16,35684,Low,10,0.38,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,18.77,West,5004,910.98,2015-01-21,Regular Air,13.99,96.45,83877
Bobby Elias,Small Business,Georgia,0.07,2015-01-17,6788,Not Specified,6,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,-2.62,South,937,11.15,2015-01-18,Regular Air,0.75,1.81,31811
Noah Childs,Home Office,Delaware,0.09,2015-01-17,14113,High,22,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,-541.36,East,1972,8218.16,2015-01-19,Delivery Truck,85.63,376.13,19895
Bobby Elias,Small Business,Georgia,0.02,2015-01-17,6788,Not Specified,41,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,12.69,South,938,127.84,2015-01-19,Express Air,0.96,2.94,31811
Jason Klamczynski,Small Business,Nebraska,0.06,2015-01-17,14401,Not Specified,10,0.57,Technology,Small Box,T18,Telephones and Communication,-128.832,Central,2019,931.1495,2015-01-19,Regular Air,2.5,110.99,69367
Trudy Bell,Consumer,Alabama,0.05,2015-01-18,38787,Low,22,0.56,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,-77.93,South,5460,79.04,2015-01-18,Regular Air,5,3.28,36072
