Week Number,Quarter Highlighter,Sales (Selected Month),Sales % Difference from Previous,MTD More or Less,YTD Sales (Selected),MTD Sales % Difference,What to show,Days left EoQ,Customer Name,Customer Segment,Customer State,Discount,MTD Profit % Difference,YTD Sales % Difference,MTD Profit (Previous),MTD Profit (Selected),MTD Sales (Previous),레코드 수,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales (Previous Month),Sales,Ship Date,Ship Mode,Shipping Cost,Unit Price,MTD Sales (Selected),YTD Sales (Previous),Zip Code
6,Older,,,Less,,,South,67,Nona Balk,Corporate,Virginia,0.05,,,,,,1,2014-02-08,13767,High,12,0.72,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-381.04,South,1927,,"$2,051",2014-02-10,Delivery Truck,69.64,218.75,,,23664
6,Older,,,Less,,,South,67,Nona Balk,Corporate,Virginia,0.08,,,,,,1,2014-02-08,13767,High,29,0.52,Office Supplies,Medium Box,Holmes 99% HEPA Air Purifier,Appliances,-178,South,1925,,$598,2014-02-10,Regular Air,13.99,21.66,,,23664
6,Older,,,Less,,,East,67,Parhena Norris,Home Office,Mass,0.02,,,,,,1,2014-02-08,46375,Medium,24,0.38,Office Supplies,Small Box,Xerox 1932,Paper,389.07,East,6518,,$905,2014-02-10,Regular Air,5.09,35.44,,,05544
6,Older,,,Less,,,Central,67,Julie Creighton,Corporate,Michigan,0.08,,,,,,1,2014-02-08,28068,Low,23,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-43.96,Central,3940,,$632,2014-02-10,Regular Air,4,27.48,,,49822
6,Older,,,Less,,,South,67,Nona Balk,Corporate,Virginia,0.01,,,,,,1,2014-02-08,13767,High,45,0.39,Technology,Small Pack,Accessory9,Telephones and Communication,622.251,South,1926,,"$1,404",2014-02-10,Regular Air,3.3,35.99,,,23664
6,Older,,,Less,,,West,67,Patrick O'Brill,Home Office,Arizona,0,,,,,,1,2014-02-08,42947,Low,5,0.43,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,-50.67,West,6061,,$177,2014-02-10,Regular Air,1.99,35.41,,,85071
6,Older,,,Less,,,East,67,Joy Bell,Home Office,Mass,0.09,,,,,,1,2014-02-08,24007,Low,42,0.39,Office Supplies,Small Box,Avery 506,Labels,66.17,East,3355,,$163,2014-02-12,Regular Air,0.5,4.13,,,05544
6,Older,,,Less,,,West,67,Liz Price,Consumer,Arizona,0.03,,,,,,1,2014-02-08,52933,Low,44,0.39,Office Supplies,Small Box,Avery Non-Stick Binders,Binders and Binder Accessories,50.0395,West,7428,,$210,2014-02-15,Express Air,1.49,4.49,,,85233
6,Older,,,Less,,,East,67,Joy Bell,Home Office,Mass,0.06,,,,,,1,2014-02-08,24007,Low,28,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-13.95,East,3356,,$318,2014-02-15,Regular Air,6.97,11.58,,,05544
6,Older,,,Less,,,East,67,Joy Bell,Home Office,Mass,0.08,,,,,,1,2014-02-08,24007,Low,26,0.48,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,135.65,East,3357,,$532,2014-02-15,Regular Air,1.99,20.89,,,05544
7,Older,,,Less,,,East,67,Noah Childs,Home Office,Delaware,0.1,,,,,,1,2014-02-09,32834,Critical,39,0.58,Technology,Small Box,8890,Telephones and Communication,573.057,East,4610,,"$3,461",2014-02-10,Regular Air,5.92,115.99,,,19895
7,Older,,,Less,,,South,67,Nick Zandusky,Small Business,South Carolina,0.08,,,,,,1,2014-02-09,55750,Critical,31,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-791.66,South,7794,,"$5,446",2014-02-11,Delivery Truck,69.64,218.75,,,29684
7,Older,,,Less,,,East,67,Mike Pelletier,Corporate,New Jersey,0.07,,,,,,1,2014-02-09,37860,Medium,1,0.72,Furniture,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,-98.31,East,5325,,$105,2014-02-11,Regular Air,52.2,55.5,,,07837
7,Older,,,Less,,,South,67,Randy Bradley,Small Business,North Carolina,0.1,,,,,,1,2014-02-09,23362,Medium,45,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,-20.6,South,3266,,$852,2014-02-11,Regular Air,10.49,19.98,,,28633
7,Older,,,Less,,,Central,67,Mike Gockenbach,Consumer,Wisconsin,0.02,,,,,,1,2014-02-10,28769,Low,6,0.41,Technology,Small Pack,Verbatim 4.7GB DVD-R,Computer Peripherals,-31.24,Central,4027,,$196,2014-02-10,Regular Air,1.99,33.29,,,53235
7,Older,,,Less,,,West,67,Sanjit Jacobs,Consumer,Idaho,0.08,,,,,,1,2014-02-10,31616,Critical,45,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-156.4115,West,4436,,$183,2014-02-11,Regular Air,5.41,4.24,,,83877
7,Older,,,Less,,,West,67,Sanjit Jacobs,Consumer,Idaho,0.04,,,,,,1,2014-02-10,31616,Critical,46,0.37,Office Supplies,Small Box,Avery 481,Labels,36.96,West,4435,,$141,2014-02-11,Regular Air,0.99,3.08,,,83877
7,Older,,,Less,,,Central,67,Carlos Soltero,Consumer,Michigan,0.05,,,,,,1,2014-02-10,515,Not Specified,21,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,4.43,Central,86,,$147,2014-02-12,Regular Air,4.95,6.64,,,49822
7,Older,,,Less,,,Central,67,Carlos Soltero,Consumer,Michigan,0.08,,,,,,1,2014-02-10,515,Not Specified,19,0.5,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,30.94,Central,85,,$394,2014-02-12,Regular Air,5.94,21.78,,,49822
7,Older,,,Less,,,Central,67,Joe Elijah,Home Office,Texas,0.01,,,,,,1,2014-02-10,55200,Medium,33,0.38,Office Supplies,Small Box,Plastic Binding Combs,Binders and Binder Accessories,-56.9135,Central,7698,,$505,2014-02-12,Regular Air,10.13,15.15,,,77037
7,Older,,,Less,,,Central,67,Joe Elijah,Home Office,Texas,0.1,,,,,,1,2014-02-10,55200,Medium,4,0.58,Technology,Small Box,ELITE Series,Telephones and Communication,-830.72,Central,7699,,$649,2014-02-12,Regular Air,2.79,205.99,,,77037
7,Older,,,Less,,,East,67,Eleni McCrary,Corporate,Connecticut,0.05,,,,,,1,2014-02-10,31239,Low,20,0.45,Technology,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,196.36,East,4388,,$678,2014-02-15,Regular Air,1.99,33.98,,,06074
7,Older,,,Less,,,West,67,Neil Knudson,Home Office,New Mexico,0.06,,,,,,1,2014-02-11,58595,High,41,0.47,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,-128.02,West,8192,,$812,2014-02-12,Express Air,14.39,20.28,,,87001
7,Older,,,Less,,,South,67,Giulietta Dortch,Corporate,Georgia,0,,,,,,1,2014-02-11,9251,Medium,38,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-400.33,South,1274,,"$3,633",2014-02-13,Delivery Truck,42,89.99,,,39901
7,Older,,,Less,,,South,67,Jennifer Patt,Home Office,Florida,0.05,,,,,,1,2014-02-11,39907,Low,12,0.75,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,-99.38,South,5641,,$379,2014-02-20,Regular Air,4,30.73,,,32099
7,Older,,,Less,,,East,67,Carlos Daly,Corporate,Delaware,0.02,,,,,,1,2014-02-12,32229,High,8,0.38,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,44.370000000,East,4532,,"$1,219",2014-02-12,Regular Air,13.99,150.98,,,19810
7,Older,,,Less,,,East,67,Jim Radford,Corporate,Mass,0.02,,,,,,1,2014-02-12,12929,Critical,19,0.77,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-158.93,East,1807,,"$5,297",2014-02-13,Delivery Truck,50,270.98,,,02054
7,Older,,,Less,,,East,67,Lauren Leatherbury,Corporate,New Jersey,0.07,,,,,,1,2014-02-12,14597,Critical,35,0.41,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,-36.76,East,2047,,$267,2014-02-13,Regular Air,4.95,7.96,,,08989
7,Older,,,Less,,,East,67,Lauren Leatherbury,Corporate,New Jersey,0.03,,,,,,1,2014-02-12,14597,Critical,41,0.35,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,-66.3665,East,2048,,$320,2014-02-13,Express Air,6.16,7.68,,,08989
7,Older,,,Less,,,East,67,Jim Radford,Corporate,Mass,0,,,,,,1,2014-02-12,12929,Critical,20,0.36,Office Supplies,Wrap Bag,Spiral Phone Message Books with Labels by Adams,Paper,29.68,East,1806,,$95,2014-02-13,Regular Air,1.22,4.48,,,02054
7,Older,,,Less,,,East,67,Carlos Daly,Corporate,Delaware,0,,,,,,1,2014-02-12,32229,High,15,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-0.12,East,4533,,$29,2014-02-13,Regular Air,0.7,1.76,,,19810
7,Older,,,Less,,,South,67,Neoma Murray,Small Business,North Carolina,0.07,,,,,,1,2014-02-12,44613,High,34,0.36,Office Supplies,Small Box,Xerox 1934,Paper,939.43,South,6305,,"$1,912",2014-02-13,Regular Air,5.15,55.98,,,28909
7,Older,,,Less,,,South,67,Neoma Murray,Small Business,North Carolina,0.03,,,,,,1,2014-02-12,44613,High,45,0.4,Office Supplies,Small Box,Xerox 1963,Paper,-227.25,South,6306,,$246,2014-02-13,Regular Air,8.16,5.28,,,28909
7,Older,,,Less,,,South,67,Neoma Murray,Small Business,North Carolina,0.03,,,,,,1,2014-02-12,44613,High,17,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-71.39,South,6304,,$121,2014-02-13,Regular Air,5.03,7.99,,,28909
7,Older,,,Less,,,Central,67,Christopher Schild,Corporate,Michigan,0.1,,,,,,1,2014-02-12,30372,High,1,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,-7.39,Central,4267,,$14,2014-02-14,Regular Air,2.85,12.22,,,48001
7,Older,,,Less,,,West,67,Karen Daniels,Consumer,California,0.06,,,,,,1,2014-02-12,34530,Low,22,0.58,Office Supplies,Small Box,Fellowes Command Center 5-outlet power strip,Appliances,493.03,West,4851,,"$1,516",2014-02-14,Express Air,0.99,67.84,,,91188
7,Older,,,Less,,,West,67,Karen Daniels,Consumer,California,0.03,,,,,,1,2014-02-12,34530,Low,7,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,-61.41,West,4852,,"$1,092",2014-02-17,Delivery Truck,16.01,150.98,,,91188
7,Older,,,Less,,,West,67,Karen Daniels,Consumer,California,0.09,,,,,,1,2014-02-12,34530,Low,38,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,168.04,West,4853,,$612,2014-02-17,Regular Air,1.99,17.48,,,91188
7,Older,,,Less,,,South,67,Trudy Bell,Consumer,Alabama,0.08,,,,,,1,2014-02-13,50882,High,37,0.59,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",-50.1,South,7134,,$367,2014-02-13,Regular Air,4.68,10.23,,,36072
7,Older,,,Less,,,South,67,Charles Crestani,Consumer,Georgia,0.01,,,,,,1,2014-02-13,17542,Low,37,0.36,Office Supplies,Small Box,Avery 49,Labels,43.37,South,2417,,$106,2014-02-15,Regular Air,0.5,2.88,,,39859
7,Older,,,Less,,,South,67,Brooke Gillingham,Small Business,South Carolina,0.05,,,,,,1,2014-02-13,33634,Not Specified,40,0.37,Office Supplies,Small Box,Xerox 213,Paper,-151.92,South,4723,,$271,2014-02-15,Regular Air,7.86,6.48,,,29684
7,Older,,,Less,,,South,67,Nicole Fjeld,Small Business,Virginia,0.05,,,,,,1,2014-02-14,59939,Medium,42,0.84,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",-66.74,South,8390,,$131,2014-02-14,Regular Air,1.92,3.14,,,23970
7,Older,,,Less,,,East,67,Ralph Knight,Consumer,New Jersey,0.08,,,,,,1,2014-02-14,45217,Not Specified,40,0.59,Technology,Small Box,2160i,Telephones and Communication,1864.656,East,6372,,"$6,790",2014-02-15,Regular Air,4.2,200.99,,,07981
7,Older,,,Less,,,West,67,Noel Staavos,Home Office,California,0.07,,,,,,1,2014-02-14,17410,Low,45,0.55,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",-203.68,West,2404,,$372,2014-02-19,Regular Air,7.77,8.45,,,92320
7,Older,,,Less,,,West,67,Noel Staavos,Home Office,California,0.04,,,,,,1,2014-02-14,17410,Low,5,0.56,Technology,Small Box,5180,Telephones and Communication,-247.236,West,2403,,$285,2014-02-19,Express Air,8.99,65.99,,,92320
7,Older,,,Less,,,Central,67,Harold Dahlen,Corporate,Nebraska,0.05,,,,,,1,2014-02-14,47683,Low,38,0.4,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-148.7985,Central,6696,,$82,2014-02-21,Regular Air,4.77,1.98,,,68717
7,Older,,,Less,,,West,67,Arthur Prichep,Home Office,California,0.03,,,,,,1,2014-02-15,28064,Medium,43,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,265.1,West,3938,,$856,2014-02-15,Regular Air,4.1,19.84,,,91188
7,Older,,,Less,,,West,67,Arthur Prichep,Home Office,California,0.08,,,,,,1,2014-02-15,28064,Medium,1,0.38,Office Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,-2.31,West,3939,,$7,2014-02-15,Regular Air,1,5.84,,,91188
8,Older,,,Less,,,South,67,John Dryer,Corporate,South Carolina,0.03,,,,,,1,2014-02-16,2593,High,15,0.55,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,691.13,South,372,,"$3,842",2014-02-17,Delivery Truck,43.32,243.98,,,29808
8,Older,,,Less,,,South,67,Dennis Kane,Small Business,North Carolina,0.02,,,,,,1,2014-02-16,16513,Critical,10,0.77,Furniture,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,-423.2,South,2289,,"$1,642",2014-02-17,Delivery Truck,60.2,150.89,,,28633
8,Older,,,Less,,,South,67,Shaun Chance,Corporate,South Carolina,0.02,,,,,,1,2014-02-16,44005,Medium,7,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-270.48,South,6215,,$733,2014-02-17,Regular Air,19.99,99.99,,,29374
8,Older,,,Less,,,South,67,John Dryer,Corporate,South Carolina,0.1,,,,,,1,2014-02-16,2593,High,5,0.35,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,276.675,South,373,,"$2,004",2014-02-18,Express Air,19.99,420.98,,,29808
8,Older,,,Less,,,Central,67,Nora Paige,Small Business,Texas,0.05,,,,,,1,2014-02-16,2055,Critical,7,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-32.35,Central,301,,$66,2014-02-18,Regular Air,8.29,8.74,,,88595
8,Older,,,Less,,,East,67,Lauren Leatherbury,Corporate,New Jersey,0.06,,,,,,1,2014-02-17,18145,Medium,47,0.54,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,-47.15,East,2492,,$270,2014-02-18,Regular Air,3.37,5.81,,,08989
8,Older,,,Less,,,East,67,Lauren Leatherbury,Corporate,New Jersey,0,,,,,,1,2014-02-17,18145,Medium,21,0.49,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,-63.92,East,2493,,$362,2014-02-18,Regular Air,9.4,15.99,,,08989
8,Older,,,Less,,,West,67,Ed Braxton,Home Office,Arizona,0.03,,,,,,1,2014-02-17,25952,High,50,0.55,Technology,Small Box,i270,Telephones and Communication,697.824,West,3631,,"$2,864",2014-02-18,Regular Air,8.99,65.99,,,86504
8,Older,,,Less,,,South,67,Nora Pelletier,Corporate,North Carolina,0.09,,,,,,1,2014-02-17,36295,Medium,10,0.35,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,68.102,South,5094,,$278,2014-02-19,Regular Air,2.99,30.56,,,27010
8,Older,,,Less,,,West,67,Max Jones,Home Office,Washington,0.08,,,,,,1,2014-02-17,999,Low,6,0.79,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,-179.5,West,162,,$584,2014-02-24,Regular Air,19.99,95.43,,,98310
8,Older,,,Less,,,West,67,Bruce Stewart,Corporate,New Mexico,0.02,,,,,,1,2014-02-18,36449,Not Specified,6,0.73,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,-26.39,West,5114,,$91,2014-02-18,Regular Air,14.37,12.99,,,87001
8,Older,,,Less,,,South,67,Becky Pak,Corporate,South Carolina,0.09,,,,,,1,2014-02-18,9639,Not Specified,11,0.39,Office Supplies,Small Box,Avery 491,Labels,6.7,South,1319,,$44,2014-02-18,Regular Air,0.99,4.13,,,29907
8,Older,,,Less,,,South,67,Becky Pak,Corporate,South Carolina,0,,,,,,1,2014-02-18,9639,Not Specified,23,0.6,Technology,Small Box,8290,Telephones and Communication,516.186,South,1318,,"$2,611",2014-02-18,Regular Air,5.63,125.99,,,29907
8,Older,,,Less,,,South,67,Becky Pak,Corporate,South Carolina,0.1,,,,,,1,2014-02-18,9639,Not Specified,47,0.6,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,-335.22,South,1320,,"$1,124",2014-02-20,Delivery Truck,14.36,25.98,,,29907
8,Older,,,Less,,,West,67,Bruce Stewart,Corporate,New Mexico,0.02,,,,,,1,2014-02-18,36449,Not Specified,43,0.49,Furniture,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,255.03,West,5115,,$928,2014-02-20,Regular Air,6.67,20.24,,,87001
8,Older,,,Less,,,East,67,Lisa Hazard,Home Office,New York,0.01,,,,,,1,2014-02-18,27843,Medium,26,0.66,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-92.04,East,3904,,$140,2014-02-20,Regular Air,4.93,4.89,,,14925
8,Older,,,Less,,,West,67,Bruce Stewart,Corporate,New Mexico,0.09,,,,,,1,2014-02-18,36449,Not Specified,27,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,-6.69,West,5116,,$123,2014-02-21,Regular Air,0.7,4.71,,,87001
8,Older,,,Less,,,Central,67,Cynthia Delaney,Corporate,Illinois,0.02,,,,,,1,2014-02-19,50054,Not Specified,41,0.61,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,182.46,Central,7015,,"$1,440",2014-02-21,Regular Air,8.74,33.29,,,60001
8,Older,,,Less,,,West,67,Filia McAdams,Small Business,Arizona,0.05,,,,,,1,2014-02-19,24806,Not Specified,20,0.36,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,-57.9945,West,3487,,$112,2014-02-21,Regular Air,5.74,5.18,,,86556
8,Older,,,Less,,,Central,67,Cynthia Delaney,Corporate,Illinois,0,,,,,,1,2014-02-19,50054,Not Specified,50,0.52,Technology,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,1370.26,Central,7014,,"$5,369",2014-02-21,Regular Air,19.99,99.99,,,60001
8,Older,,,Less,,,East,67,Grant Thornton,Corporate,Connecticut,0.01,,,,,,1,2014-02-19,5702,Not Specified,20,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,199.73,East,799,,"$2,039",2014-02-21,Regular Air,19.99,99.99,,,06439
8,Older,,,Less,,,West,67,Vicky Freymann,Home Office,Arizona,0.09,,,,,,1,2014-02-19,31872,Low,30,0.55,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,-294.58,West,4472,,"$4,453",2014-02-23,Delivery Truck,60,159.31,,,85301
8,Older,,,Less,,,West,67,Vicky Freymann,Home Office,Arizona,0.06,,,,,,1,2014-02-19,31872,Low,34,0.38,Office Supplies,Small Box,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,1409.87,West,4471,,"$2,833",2014-02-23,Express Air,5.01,83.98,,,85301
8,Older,,,Less,,,Central,67,Victoria Pisteka,Corporate,Texas,0.07,,,,,,1,2014-02-20,11014,High,39,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,110.05,Central,1530,,$287,2014-02-21,Regular Air,1.39,7.64,,,88595
8,Older,,,Less,,,South,67,Patrick Jones,Home Office,Alabama,0.01,,,,,,1,2014-02-20,58241,Critical,36,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,38.63,South,8143,,$147,2014-02-21,Regular Air,1.3,4,,,36344
8,Older,,,Less,,,South,67,Patrick Jones,Home Office,Alabama,0.05,,,,,,1,2014-02-20,58241,Critical,36,0.82,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-95.3,South,8144,,$476,2014-02-21,Regular Air,4.59,12.88,,,36344
8,Older,,,Less,,,Central,67,Victoria Pisteka,Corporate,Texas,0.05,,,,,,1,2014-02-20,11014,High,13,0.4,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,1.156,Central,1531,,$159,2014-02-22,Regular Air,5.63,11.7,,,88595
8,Older,,,Less,,,West,67,Sarah Foster,Corporate,Utah,0.03,,,,,,1,2014-02-20,27876,Low,44,0.56,Office Supplies,Small Pack,Berol Giant Pencil Sharpener,Pens & Art Supplies,-70.54,West,3910,,$778,2014-02-27,Regular Air,8.99,16.99,,,84721
8,Older,,,Less,,,South,67,Matt Connell,Corporate,Maryland,0.05,,,,,,1,2014-02-20,29894,Low,43,0.54,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,21.08,South,4207,,$607,2014-03-01,Regular Air,6.85,13.73,,,21022
8,Older,,,Less,,,South,67,Matt Connell,Corporate,Maryland,0.09,,,,,,1,2014-02-20,29894,Low,48,0.37,Office Supplies,Small Box,Xerox 1898,Paper,-162.54,South,4206,,$302,2014-03-01,Regular Air,6.92,6.68,,,21022
8,Older,,,Less,,,South,67,Sam Craven,Home Office,Georgia,0.08,,,,,,1,2014-02-21,17666,Medium,11,0.6,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",-5.1,South,2429,,$141,2014-02-21,Regular Air,3.14,12.98,,,31569
8,Older,,,Less,,,South,67,Dianna Arnett,Home Office,Georgia,0.09,,,,,,1,2014-02-21,35777,Critical,35,0.55,Office Supplies,Wrap Bag,Newell 325,Pens & Art Supplies,5.91,South,5013,,$137,2014-02-23,Regular Air,1.23,4.13,,,39859
8,Older,,,Less,,,South,67,Sam Craven,Home Office,Georgia,0.01,,,,,,1,2014-02-21,17666,Medium,19,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,21.74,South,2430,,$83,2014-02-23,Regular Air,1.3,4,,,31569
8,Older,,,Less,,,Central,67,Katrina Willman,Consumer,Nebraska,0.02,,,,,,1,2014-02-22,59428,High,43,0.44,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,-125.79,Central,8318,,"$1,175",2014-02-22,Regular Air,19.46,27.42,,,68155
8,Older,,,Less,,,South,67,Ionia McGrath,Home Office,Alabama,0.02,,,,,,1,2014-02-22,50756,Not Specified,2,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,-6.12,South,7112,,$15,2014-02-22,Regular Air,0.49,7.31,,,36830
8,Older,,,Less,,,Central,67,Katrina Willman,Consumer,Nebraska,0.05,,,,,,1,2014-02-22,59428,High,36,0.69,Furniture,Jumbo Drum,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-728.18,Central,8319,,"$3,602",2014-02-23,Delivery Truck,45,100.98,,,68155
8,Older,,,Less,,,South,67,Patrick Jones,Home Office,Alabama,0.03,,,,,,1,2014-02-22,6720,Not Specified,31,0.36,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,-93.7135,South,927,,$165,2014-02-23,Regular Air,5.74,5.18,,,36344
8,Older,,,Less,,,South,67,Ionia McGrath,Home Office,Alabama,0.08,,,,,,1,2014-02-22,50756,Not Specified,19,0.75,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,-147.99,South,7113,,$470,2014-02-23,Regular Air,5.89,26.31,,,36830
8,Older,,,Less,,,South,67,Patrick Jones,Home Office,Alabama,0.01,,,,,,1,2014-02-22,6720,Not Specified,8,0.39,Office Supplies,Small Box,Avery 48,Labels,17.63,South,928,,$54,2014-02-24,Regular Air,0.5,6.3,,,36344
8,Older,,,Less,,,South,67,Patrick Jones,Home Office,Alabama,0.08,,,,,,1,2014-02-22,6720,Not Specified,36,0.75,Furniture,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,-1393.69,South,929,,"$4,226",2014-02-25,Delivery Truck,58.64,120.98,,,36344
9,Older,,,Less,,,South,67,Allen Golden,Consumer,Virginia,0.03,,,,,,1,2014-02-23,36448,Medium,6,0.51,Office Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,Pens & Art Supplies,0.43,South,5112,,$37,2014-02-23,Regular Air,0.91,6.08,,,24157
9,Older,,,Less,,,South,67,Barry Weirich,Corporate,Maryland,0.05,,,,,,1,2014-02-23,52448,Not Specified,22,0.57,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,803.48,South,7361,,"$6,767",2014-02-24,Delivery Truck,58.95,320.98,,,21230
9,Older,,,Less,,,West,67,Barry Franz,Corporate,Washington,0.05,,,,,,1,2014-02-23,36800,High,4,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-7.04,West,5170,,$58,2014-02-24,Express Air,4.5,10.89,,,98001
9,Older,,,Less,,,Central,67,Brendan Sweed,Consumer,Wisconsin,0,,,,,,1,2014-02-23,50209,High,2,0.83,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-46.2,Central,7033,,$53,2014-02-24,Regular Air,11.52,20.89,,,53081
9,Older,,,Less,,,South,67,Allen Golden,Consumer,Virginia,0.02,,,,,,1,2014-02-23,36448,Medium,44,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,105.37,South,5113,,$964,2014-02-24,Regular Air,5.53,22.01,,,24157
9,Older,,,Less,,,West,67,Alan Dominguez,Corporate,California,0.02,,,,,,1,2014-02-23,9796,Critical,29,0.42,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,501.99,West,1341,,"$1,223",2014-02-24,Regular Air,1.99,40.97,,,90835
